flight_id,airline,source,destination,departure_time,arrival_time,duration_minutes,is_overnight,anomaly_duration_outlier
AI103,Air India,BLR,BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,38.0,False,False
6F250,Unknown,DEL,BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,244.0,False,False
AI246,Air India,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,199.0,False,False
6F187,IndiGo,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,258.0,False,False
AI082,Air India,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0,False,False
UK116,Vistara,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,228.0,False,False
SJ169,SpiceJet,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,286.0,False,False
AI175,Air India,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,227.0,False,False
SJ098,SpiceJet,HYD,MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,35.0,False,False
SJ191,SpiceJet,BLR,BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,82.0,False,False
SJ017,SpiceJet,DEL,MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,123.0,False,False
UK188,Vistara,MAA,BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,49.0,False,False
AI196,Air India,MAA,HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,93.0,False,False
AI068,Air India,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.00496666666666,False,False
SJ097,SpiceJet,BOM,CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,170.0,False,False
SJ030,SpiceJet,DEL,HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,43.0,False,False
6F179,IndiGo,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0,False,False
6F156,IndiGo,MAA,BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,154.0,False,False
SJ057,SpiceJet,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,192.0,False,False
6F036,IndiGo,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,283.0,False,False
6F201,IndiGo,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,280.0,False,False
6F143,IndiGo,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,239.0,False,False
6F177,IndiGo,HYD,MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,142.0,False,False
6F031,IndiGo,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,277.0,False,False
UK165,Vistara,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,253.0,False,False
6F122,IndiGo,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,224.0,False,False
AI009,Unknown,DEL,CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,154.0,False,False
6F046,IndiGo,DEL,BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,221.0,False,False
AI051,Air India,MAA,BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,55.0,False,False
UK222,Vistara,BOM,CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,95.0,False,False
SJ127,SpiceJet,BOM,DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,157.0,False,False
AI226,Unknown,BLR,HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,169.0,False,False
AI216,Air India,BOM,CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,84.0,False,False
6F058,IndiGo,BOM,CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,149.0,False,False
SJ207,SpiceJet,DEL,CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,193.0,False,False
SJ198,SpiceJet,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0,False,False
SJ108,SpiceJet,BLR,HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,156.0,False,False
SJ155,SpiceJet,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,300.0,False,False
6F193,IndiGo,BOM,MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,118.0,False,False
6F019,IndiGo,BLR,BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,235.0,False,False
AI102,Air India,CCU,BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,291.0,False,False
6F166,IndiGo,BOM,CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,270.0,False,False
UK175,Vistara,BLR,BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,202.0,True,False
6F010,IndiGo,DEL,BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,231.0,True,False
AI234,Air India,BOM,MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,104.0,True,False
UK135,Vistara,HYD,DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,113.0,True,False
6F272,Unknown,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,True,False
AI061,Air India,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0,True,False
6F070,IndiGo,HYD,DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,181.0,True,False
AI015,Air India,BLR,CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,114.0,True,False
SJ076,SpiceJet,DEL,MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,181.0,True,False
SJ029,Unknown,HYD,DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,87.0,True,False
SJ194,SpiceJet,CCU,DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,225.0,True,False
AI235,Air India,BLR,HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,207.0,True,False
SJ048,SpiceJet,MAA,BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,96.0,True,False
SJ114,SpiceJet,HYD,DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,200.0,True,False
SJ146,SpiceJet,HYD,BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,True,False
UK041,Vistara,HYD,MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,67.0,False,False
6F075,IndiGo,BOM,CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,282.0,True,False
SJ020,SpiceJet,BLR,BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,249.0,True,False
SJ099,Unknown,MAA,BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,140.0,True,False
6F078,IndiGo,BOM,CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,93.0,False,False
UK219,Vistara,BOM,HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,258.0,True,False
UK223,Vistara,CCU,DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,32.0,False,False
UK227,Vistara,BOM,HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,230.0,True,False
6F260,Unknown,CCU,DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,203.0,True,False
AI096,Air India,CCU,DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,298.0,True,False
6F022,IndiGo,MAA,BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,259.0,True,False
6F237,IndiGo,HYD,MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,183.0,True,False
UK146,Vistara,BOM,MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,148.0,True,False
SJ015,SpiceJet,BOM,CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,72.0,False,False
AI108,Air India,BLR,CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,165.0,True,False
UK020,Vistara,MAA,BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,75.0,False,False
6F113,IndiGo,BOM,CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,266.0,True,False
6F112,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,False
6F246,IndiGo,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,False
UK158,Vistara,BOM,MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,33.0,False,False
UK159,Vistara,CCU,BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,167.0,False,False
UK084,Vistara,MAA,DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,216.0,True,False
SJ206,SpiceJet,DEL,CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,278.0,True,False
UK044,Vistara,BLR,BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,178.0,False,False
SJ036,SpiceJet,DEL,HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,210.0,False,False
6F176,IndiGo,CCU,DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,180.0,False,False
6F148,IndiGo,CCU,BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,127.0,False,False
6F202,IndiGo,HYD,BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,210.0,False,False
6F071,IndiGo,DEL,CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,253.0,True,False
AI105,Air India,CCU,DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,107.0,False,False
AI241,Air India,HYD,BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,127.0,False,False
SJ162,SpiceJet,DEL,HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,139.0,False,False
6F003,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,False,False
6F249,IndiGo,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,False,False
AI237,Air India,BOM,CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,195.0,False,False
SJ134,SpiceJet,BOM,CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,257.0,True,False
AI071,Air India,BOM,MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,183.0,False,False
6F118,IndiGo,CCU,HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,69.0,False,False
6F014,IndiGo,DEL,MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,213.0,False,False
6F065,IndiGo,MAA,BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,163.0,False,False
6F271,Unknown,HYD,MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,199.0,False,False
SJ070,SpiceJet,MAA,CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,113.0,False,False
6F007,IndiGo,HYD,MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,59.0,False,False
UK007,Vistara,DEL,HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,134.0,False,False
SJ192,SpiceJet,HYD,BOM,2026-04-19 18:45:42.000,2026-04-19 23:45:42.000,300.0,False,False
AI097,Air India,HYD,MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,292.0,False,False
6F256,Unknown,BOM,CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,33.0,False,False
UK047,Vistara,BLR,HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,245.0,False,False
AI024,Air India,MAA,BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,67.0,False,False
UK113,Vistara,CCU,DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,264.0,False,False
SJ163,SpiceJet,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,276.0,False,False
SJ208,SpiceJet,DEL,HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,61.0,False,False
SJ221,SpiceJet,MAA,HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,286.0,False,False
SJ084,SpiceJet,HYD,MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,59.0,False,False
6F127,IndiGo,HYD,BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,241.0,False,False
AI122,Air India,BOM,CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,251.0,False,False
AI139,Air India,HYD,MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,61.0,False,False
UK149,Vistara,MAA,DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,286.0,False,False
AI149,Air India,BOM,HYD,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,197.0,False,False
SJ243,SpiceJet,BLR,DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,286.0,False,False
AI053,Air India,CCU,DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,255.0,False,False
UK061,Vistara,BLR,BOM,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,110.0,False,False
SJ004,SpiceJet,MAA,DEL,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,189.0,False,False
AI173,Air India,HYD,DEL,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,291.0,False,False
6F085,IndiGo,HYD,MAA,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,120.00496666666666,False,False
AI252,Unknown,HYD,DEL,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,264.0,False,False
SJ109,SpiceJet,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,184.0,False,False
UK123,Vistara,BOM,DEL,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,174.0,False,False
6F125,IndiGo,BOM,CCU,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,244.0,False,False
UK183,Vistara,BLR,CCU,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,83.0,False,False
AI110,Air India,BOM,CCU,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,293.0,False,False
UK105,Vistara,CCU,HYD,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,67.0,False,False
6F128,IndiGo,HYD,DEL,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,67.0,False,False
6F224,IndiGo,DEL,MAA,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,119.0,False,False
SJ130,SpiceJet,BOM,DEL,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,240.0,False,False
AI224,Air India,DEL,HYD,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,285.0,False,False
SJ182,SpiceJet,CCU,BOM,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,48.0,False,False
UK164,Vistara,BOM,HYD,2026-04-19 16:46:41.703,2026-04-19 21:10:41.703,264.0,False,False
AI161,Air India,CCU,BOM,2026-04-19 16:40:41.703,2026-04-19 19:40:41.703,180.0,False,False
6F206,IndiGo,DEL,BOM,2026-04-19 16:39:41.703,2026-04-19 20:59:41.703,260.0,False,False
SJ204,SpiceJet,CCU,DEL,2026-04-19 16:34:41.703,2026-04-19 18:15:41.703,101.0,False,False
AI206,Air India,CCU,MAA,2026-04-19 16:30:41.703,2026-04-19 20:01:41.703,211.0,False,False
6F140,IndiGo,CCU,HYD,2026-04-19 16:30:41.702,2026-04-19 18:21:41.702,111.0,False,False
6F253,Unknown,MAA,BLR,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,118.0,False,False
SJ203,Unknown,DEL,HYD,2026-04-19 16:22:41.703,2026-04-19 18:27:41.703,125.0,False,False
SJ161,SpiceJet,MAA,BLR,2026-04-19 16:22:41.703,2026-04-19 17:04:41.703,42.0,False,False
AI098,Air India,HYD,MAA,2026-04-19 16:01:41.702,2026-04-19 18:11:41.702,130.0,False,False
AI168,Unknown,DEL,CCU,2026-04-19 15:50:41.703,2026-04-19 20:20:41.703,270.0,False,False
UK190,Vistara,DEL,BLR,2026-04-19 15:49:41.703,2026-04-19 18:53:41.703,184.0,False,False
AI085,Air India,DEL,HYD,2026-04-19 15:45:41.702,2026-04-19 20:33:41.702,288.0,False,False
AI076,Air India,BLR,BOM,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,35.0,False,False
UK130,Vistara,MAA,BLR,2026-04-19 15:36:41.702,2026-04-19 19:43:41.702,247.0,False,False
6F038,IndiGo,HYD,MAA,2026-04-19 15:36:41.701,2026-04-19 19:33:41.701,237.0,False,False
UK110,Vistara,HYD,DEL,2026-04-19 15:26:41.702,2026-04-19 20:13:41.702,287.0,False,False
SJ013,SpiceJet,DEL,MAA,2026-04-19 15:25:41.701,2026-04-19 19:54:41.701,269.0,False,False
AI039,Air India,MAA,BLR,2026-04-19 15:24:41.701,2026-04-19 18:56:41.701,212.0,False,False
AI248,Air India,CCU,DEL,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,78.0,False,False
6F199,IndiGo,DEL,MAA,2026-04-19 15:15:41.703,2026-04-19 17:32:41.703,137.0,False,False
AI225,Air India,BOM,BLR,2026-04-19 15:05:41.703,2026-04-19 16:01:41.703,56.0,False,False
SJ028,SpiceJet,CCU,BOM,2026-04-19 15:04:41.701,2026-04-19 19:32:41.701,268.0,False,False
SJ012,SpiceJet,HYD,BLR,2026-04-19 15:01:41.701,2026-04-19 16:12:41.701,71.0,False,False
SJ131,SpiceJet,MAA,HYD,2026-04-19 15:00:41.702,2026-04-19 16:07:41.702,67.0,False,False
AI010,Air India,BOM,HYD,2026-04-19 15:00:41.701,2026-04-19 19:48:41.701,288.0,False,False
6F020,IndiGo,BOM,HYD,2026-04-19 14:58:41.701,2026-04-19 16:43:41.701,105.0,False,False
SJ038,SpiceJet,BLR,DEL,2026-04-19 14:57:41.701,2026-04-19 17:46:41.701,169.0,False,False
UK204,Vistara,BLR,DEL,2026-04-19 14:46:41.703,2026-04-19 16:24:41.703,98.0,False,False
AI036,Air India,BOM,CCU,2026-04-19 14:45:41.701,2026-04-19 16:16:41.701,91.0,False,False
AI100,Unknown,CCU,BOM,2026-04-19 14:42:41.702,2026-04-19 18:22:41.702,220.0,False,False
SJ215,SpiceJet,CCU,DEL,2026-04-19 14:37:41.703,2026-04-19 16:12:41.703,95.0,False,False
UK155,Vistara,MAA,HYD,2026-04-19 14:34:41.703,2026-04-19 18:37:41.703,243.0,False,False
SJ173,SpiceJet,CCU,HYD,2026-04-19 14:27:41.703,2026-04-19 16:09:41.703,102.0,False,False
UK179,Vistara,DEL,HYD,2026-04-19 14:25:41.703,2026-04-19 19:15:41.703,290.0,False,False
UK221,Vistara,CCU,DEL,2026-04-19 14:18:41.704,2026-04-19 18:44:41.704,266.0,False,False
UK023,Vistara,DEL,MAA,2026-04-19 14:15:41.701,2026-04-19 19:03:41.701,288.0,False,False
SJ107,SpiceJet,BOM,MAA,2026-04-19 14:10:41.702,2026-04-19 18:38:41.702,268.0,False,False
AI073,Air India,BOM,BLR,2026-04-19 14:08:41.702,2026-04-19 16:10:41.702,122.0,False,False
SJ187,SpiceJet,MAA,BLR,2026-04-19 14:07:41.703,2026-04-19 17:30:41.703,203.0,False,False
UK058,Vistara,MAA,BOM,2026-04-19 13:46:41.701,2026-04-19 17:04:41.701,198.0,False,False
SJ063,SpiceJet,MAA,BOM,2026-04-19 13:38:41.701,2026-04-19 15:23:41.701,105.0,False,False
SJ062,SpiceJet,BLR,HYD,2026-04-19 13:37:41.701,2026-04-19 17:06:41.701,209.0,False,False
UK048,Vistara,MAA,DEL,2026-04-19 13:36:41.701,2026-04-19 18:21:41.701,285.0,False,False
AI181,Air India,MAA,HYD,2026-04-19 13:29:41.703,2026-04-19 16:55:41.703,206.0,False,False
AI003,Air India,BLR,HYD,2026-04-19 13:27:41.701,2026-04-19 16:55:41.701,208.0,False,False
6F041,IndiGo,MAA,BOM,2026-04-19 13:19:41.701,2026-04-19 16:48:41.701,209.0,False,False
6F175,IndiGo,MAA,CCU,2026-04-19 13:18:41.703,2026-04-19 15:13:41.703,115.0,False,False
6F013,IndiGo,BOM,CCU,2026-04-19 13:15:41.701,2026-04-19 18:05:41.701,290.0,False,False
SJ040,SpiceJet,BOM,CCU,2026-04-19 13:12:41.701,2026-04-19 16:44:41.701,212.0,False,False
SJ016,SpiceJet,HYD,CCU,2026-04-19 13:01:41.701,2026-04-19 16:26:41.701,205.0,False,False
6F135,IndiGo,MAA,HYD,2026-04-19 12:59:41.702,2026-04-19 13:45:41.702,46.0,False,False
6F150,IndiGo,HYD,MAA,2026-04-19 12:55:41.703,2026-04-19 16:53:41.703,238.0,False,False
AI083,Air India,DEL,BOM,2026-04-19 12:54:41.702,2026-04-19 13:37:41.702,43.0,False,False
SJ166,SpiceJet,CCU,HYD,2026-04-19 12:51:41.703,2026-04-19 16:18:41.703,207.0,False,False
SJ027,Unknown,BOM,MAA,2026-04-19 12:50:41.701,2026-04-19 17:13:41.701,263.0,False,False
6F134,IndiGo,BLR,MAA,2026-04-19 12:47:41.702,2026-04-19 14:06:41.702,79.0,False,False
UK225,Vistara,MAA,BLR,2026-04-19 12:46:41.704,2026-04-19 15:02:41.704,136.0,False,False
SJ175,SpiceJet,MAA,BLR,2026-04-19 12:46:41.703,2026-04-19 16:50:41.703,244.0,False,False
AI182,Air India,HYD,DEL,2026-04-19 12:41:41.703,2026-04-19 17:14:41.703,273.0,False,False
AI190,Air India,BOM,CCU,2026-04-19 12:38:41.703,2026-04-19 15:56:41.703,198.0,False,False
AI120,Air India,MAA,CCU,2026-04-19 12:12:41.702,2026-04-19 14:18:41.702,126.0,False,False
6F132,IndiGo,MAA,BOM,2026-04-19 12:00:41.702,2026-04-19 13:00:42.000,60.00496666666666,False,False
UK102,Vistara,HYD,CCU,2026-04-19 11:58:41.702,2026-04-19 14:01:41.702,123.0,False,False
AI045,Air India,HYD,MAA,2026-04-19 11:58:41.701,2026-04-19 14:37:41.701,159.0,False,False
UK136,Vistara,HYD,CCU,2026-04-19 11:43:41.703,2026-04-19 15:26:41.703,223.0,False,False
SJ238,SpiceJet,MAA,BLR,2026-04-19 11:41:41.704,2026-04-19 15:39:41.704,238.0,False,False
AI193,Air India,MAA,HYD,2026-04-19 11:33:41.703,2026-04-19 16:07:41.703,274.0,False,False
6F001,IndiGo,HYD,BOM,2026-04-19 11:33:41.700,2026-04-19 13:08:41.700,95.0,False,False
6F211,IndiGo,MAA,BLR,2026-04-19 11:29:41.703,2026-04-19 16:20:41.703,291.0,False,False
SJ199,SpiceJet,HYD,BOM,2026-04-19 11:29:41.703,2026-04-19 13:59:41.703,150.0,False,False
SJ050,SpiceJet,HYD,CCU,2026-04-19 11:24:41.701,2026-04-19 12:03:41.701,39.0,False,False
UK115,Vistara,BLR,BOM,2026-04-19 11:20:41.702,2026-04-19 13:20:42.000,120.00496666666666,False,False
AI037,Unknown,BOM,BLR,2026-04-19 11:14:41.701,2026-04-19 15:13:41.701,239.0,False,False
6F235,IndiGo,HYD,MAA,2026-04-19 11:06:41.704,2026-04-19 13:51:41.704,165.0,False,False
UK111,Vistara,MAA,BLR,2026-04-19 11:06:41.702,2026-04-19 12:20:41.702,74.0,False,False
6F005,IndiGo,BOM,MAA,2026-04-19 11:04:41.701,2026-04-19 15:27:41.701,263.0,False,False
AI198,Air India,CCU,MAA,2026-04-19 10:56:41.703,2026-04-19 14:19:41.703,203.0,False,False
UK184,Vistara,MAA,HYD,2026-04-19 10:49:41.703,2026-04-19 13:00:41.703,131.0,False,False
6F219,IndiGo,MAA,DEL,2026-04-19 10:32:41.704,2026-04-19 14:37:41.704,245.0,False,False
UK066,Vistara,BOM,CCU,2026-04-19 10:29:41.701,2026-04-19 12:07:41.701,98.0,False,False
6F220,IndiGo,HYD,BOM,2026-04-19 10:27:41.704,2026-04-19 11:25:41.704,58.0,False,False
AI180,Air India,BOM,CCU,2026-04-19 10:19:41.703,2026-04-19 11:00:41.703,41.0,False,False
6F098,IndiGo,BLR,MAA,2026-04-19 10:18:41.702,2026-04-19 12:49:41.702,151.0,False,False
AI141,Air India,BLR,DEL,2026-04-19 10:16:41.702,2026-04-19 14:53:41.702,277.0,False,False
SJ170,SpiceJet,BLR,BOM,2026-04-19 10:11:41.703,2026-04-19 11:56:41.703,105.0,False,False
SJ178,SpiceJet,BOM,HYD,2026-04-19 09:58:41.703,2026-04-19 12:27:41.703,149.0,False,False
6F172,IndiGo,BOM,BLR,2026-04-19 09:53:41.703,2026-04-19 14:46:41.703,293.0,False,False
UK220,Vistara,BLR,BOM,2026-04-19 09:51:41.704,2026-04-19 13:25:41.704,214.0,False,False
SJ148,SpiceJet,DEL,BLR,2026-04-19 09:51:41.702,2026-04-19 13:41:41.702,230.0,False,False
UK065,Vistara,BOM,CCU,2026-04-19 09:38:41.701,2026-04-19 13:46:41.701,248.0,False,False
6F243,IndiGo,BOM,HYD,2026-04-19 09:37:41.704,2026-04-19 10:33:41.704,56.0,False,False
SJ193,SpiceJet,CCU,DEL,2026-04-19 09:37:41.703,2026-04-19 12:16:41.703,159.0,False,False
UK056,Vistara,HYD,MAA,2026-04-19 09:29:41.701,2026-04-19 10:15:41.701,46.0,False,False
AI219,Unknown,BLR,DEL,2026-04-19 09:28:41.703,2026-04-19 11:27:41.703,119.0,False,False
SJ073,SpiceJet,CCU,BLR,2026-04-19 09:26:41.701,2026-04-19 11:14:41.701,108.0,False,False
6F052,IndiGo,BOM,CCU,2026-04-19 09:13:41.701,2026-04-19 12:02:41.701,169.0,False,False
SJ201,SpiceJet,BLR,DEL,2026-04-19 09:10:41.703,2026-04-19 11:12:41.703,122.0,False,False
UK028,Vistara,HYD,MAA,2026-04-19 09:02:41.701,2026-04-19 10:37:41.701,95.0,False,False
SJ119,SpiceJet,BOM,CCU,2026-04-19 08:53:41.702,2026-04-19 11:29:41.702,156.0,False,False
AI165,Air India,DEL,CCU,2026-04-19 08:51:41.703,2026-04-19 10:31:41.703,100.0,False,False
AI255,Air India,MAA,CCU,2026-04-19 08:45:41.704,2026-04-19 13:12:41.704,267.0,False,False
AI202,Air India,HYD,BLR,2026-04-19 08:44:41.703,2026-04-19 10:53:41.703,129.0,False,False
SJ039,SpiceJet,MAA,BOM,2026-04-19 08:41:41.701,2026-04-19 12:08:41.701,207.0,False,False
SJ051,Unknown,BOM,BLR,2026-04-19 08:40:41.701,2026-04-19 12:18:41.701,218.0,False,False
UK024,Vistara,MAA,BLR,2026-04-19 08:29:41.701,2026-04-19 13:29:41.701,300.0,False,False
SJ006,SpiceJet,HYD,BLR,2026-04-19 08:25:41.701,2026-04-19 08:57:41.701,32.0,False,False
AI207,Air India,BOM,MAA,2026-04-19 08:24:41.703,2026-04-19 11:23:41.703,179.0,False,False
SJ168,SpiceJet,CCU,BOM,2026-04-19 08:17:41.703,2026-04-19 12:29:41.703,252.0,False,False
AI028,Air India,HYD,BOM,2026-04-19 07:53:41.701,2026-04-19 08:35:41.701,42.0,False,False
6F094,IndiGo,BLR,BOM,2026-04-19 07:37:41.702,2026-04-19 09:06:41.702,89.0,False,False
6F024,IndiGo,BOM,DEL,2026-04-19 07:31:41.701,2026-04-19 11:17:41.701,226.0,False,False
6F061,IndiGo,MAA,BOM,2026-04-19 07:28:41.701,2026-04-19 08:09:41.701,41.0,False,False
AI032,Air India,MAA,BLR,2026-04-19 07:26:41.701,2026-04-19 09:26:42.000,120.00498333333333,False,False
UK163,Vistara,DEL,HYD,2026-04-19 07:22:41.703,2026-04-19 09:04:41.703,102.0,False,False
